
== sample-plan.pdf @ 1/4" (2448x1584 img px, 36 mask px/ft) ==
    19.0 SF     35.2 LF  (bbox 35.6 LF, x0.99)  verts= 10  (1269,378)pt
    18.8 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (2349,2052)pt
    17.6 SF     20.2 LF  (bbox 20.2 LF, x1.00)  verts=  4  (1269,1080)pt
    17.1 SF     32.8 LF  (bbox 32.9 LF, x1.00)  verts=  6  (1701,675)pt
    16.9 SF     44.7 LF  (bbox 44.8 LF, x1.00)  verts=  5  (1890,378)pt
    16.9 SF     17.8 LF  (bbox 20.6 LF, x0.86)  verts= 11  +swing  (1620,594)pt
    16.4 SF     22.4 LF  (bbox 22.6 LF, x0.99)  verts=  8  (2079,1026)pt
    16.2 SF     43.0 LF  (bbox 43.0 LF, x1.00)  verts=  4  (297,1431)pt
    15.9 SF     16.6 LF  (bbox 16.6 LF, x1.00)  verts=  4 sealed@1  (2025,162)pt
    15.9 SF     16.6 LF  (bbox 16.6 LF, x1.00)  verts=  4 sealed@1  (2052,162)pt
    15.4 SF     16.6 LF  (bbox 16.6 LF, x1.00)  verts=  4  (1026,810)pt
    15.2 SF     18.0 LF  (bbox 18.1 LF, x0.99)  verts=  6  (1377,783)pt
    15.1 SF     17.8 LF  (bbox 17.9 LF, x0.99)  verts=  6 sealed@1  (1404,648)pt
    14.6 SF     40.0 LF  (bbox 39.6 LF, x1.01)  verts= 14  (1998,1188)pt
    13.3 SF     22.2 LF  (bbox 16.8 LF, x1.32)  verts= 10  (2052,1404)pt
    12.1 SF     36.5 LF  (bbox 36.7 LF, x0.99)  verts=  8  (1755,432)pt
    11.5 SF     35.6 LF  (bbox 35.6 LF, x1.00)  verts=  4  (567,270)pt
    11.3 SF     43.2 LF  (bbox 43.5 LF, x1.00)  verts=  8  (2052,243)pt
    11.0 SF     14.5 LF  (bbox 17.0 LF, x0.85)  verts=  9  (1350,891)pt
    10.8 SF     19.9 LF  (bbox 19.9 LF, x1.00)  verts=  4  (513,1971)pt
    10.8 SF     19.9 LF  (bbox 19.9 LF, x1.00)  verts=  4  (513,1998)pt
    10.8 SF     19.9 LF  (bbox 19.9 LF, x1.00)  verts=  4  (513,2052)pt
    10.8 SF     19.9 LF  (bbox 19.9 LF, x1.00)  verts=  4  (513,1917)pt
    10.8 SF     19.9 LF  (bbox 19.9 LF, x1.00)  verts=  4  (513,1944)pt
    10.8 SF     19.9 LF  (bbox 19.9 LF, x1.00)  verts=  4  (513,2025)pt
     9.8 SF     13.6 LF  (bbox 14.6 LF, x0.93)  verts=  8  (999,324)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (162,1917)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (216,1917)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (162,1944)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (216,1944)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (162,1971)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (216,1971)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (162,1998)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (216,1998)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (162,2025)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (216,2025)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (162,2052)pt
     9.5 SF     17.9 LF  (bbox 17.9 LF, x1.00)  verts=  4  (216,2052)pt
     9.4 SF     29.8 LF  (bbox 30.7 LF, x0.97)  verts=  9  (1296,945)pt
     9.3 SF     19.5 LF  (bbox 20.8 LF, x0.93)  verts=  6  (1458,567)pt
     9.2 SF     25.1 LF  (bbox 25.1 LF, x1.00)  verts=  4  (81,324)pt
     8.9 SF     18.3 LF  (bbox 19.0 LF, x0.96)  verts= 10  (2025,1404)pt
     8.7 SF     11.9 LF  (bbox 11.9 LF, x1.00)  verts=  4 sealed@1  (351,567)pt
     8.6 SF     21.1 LF  (bbox 21.1 LF, x1.00)  verts=  4  (1917,162)pt
     8.6 SF     21.1 LF  (bbox 21.1 LF, x1.00)  verts=  4  (1917,189)pt
     8.6 SF     21.1 LF  (bbox 21.1 LF, x1.00)  verts=  4  (1917,216)pt
     8.6 SF     21.1 LF  (bbox 21.1 LF, x1.00)  verts=  4  (1917,243)pt
     8.6 SF     19.0 LF  (bbox 19.0 LF, x1.00)  verts=  4  (1755,1080)pt
     8.5 SF     15.8 LF  (bbox 13.9 LF, x1.14)  verts= 11  (1971,999)pt
     8.5 SF     15.8 LF  (bbox 13.9 LF, x1.14)  verts= 11 sealed@1  (1998,1026)pt
     8.4 SF     30.5 LF  (bbox 19.9 LF, x1.53)  verts= 24  (2079,459)pt  <<< PERIM EXCESS
rooms: 309, with door-swing inclusion: 5, sealed: 29, perim anomalies: 53
